"Geschlecht","Groesse","Alter","Gewicht","Studienrichtung","Abschluss","Job","Jobdauer","Vorbildung","Geburtsjahr","Plz","Ort","Bundesland"
"w",159,19,60,"Germanistik","Master","nein",0,"Ausl",2003,9504,"Villach-Warmbad Villach","K"
"m",168,24,70,"Technische Mathematik","Master","nein",0,"AHS",1998,9505,"Villach","K"
"w",172,19,82,"Wirtschaftsinformatik","Bachelor","nein",0,"HAK",2003,9821,"Obervellach","K"
"w",164,21,57,"Wirtschaft und Recht","Master","nein",0,"AHS",2001,9100,"Völkermarkt","K"
"m",171,19,61,"Informationstechnik","Master","nein",0,"HAK",2003,9546,"Bad Kleinkirchheim","K"
"w",162,25,59,"Erziehungs- und Bildungswissenschaft","Master","nein",0,"HBLA",1997,9632,"Kirchbach","K"
"w",171,25,64,"Informationstechnik","Bachelor","ja",21,"AHS",1997,9210,"Pörtschach am Wörther See","K"
"w",161,18,55,"Erziehungs- und Bildungswissenschaft","Master","ja",13,"Ausl",2004,9587,"Riegersdorf","K"
"m",176,23,60,"Psychologie","Master","nein",0,"Sonst",1999,9371,"Brückl","K"
"w",168,21,83,"Wirtschaft und Recht","Bachelor","ja",12,"Ausl",2001,9501,"Villach","K"
"m",170,20,83,"Geographie","Master","nein",0,"AHS",2002,9171,"Waidisch","K"
"w",146,21,42,"Angewandte Informatik","Master","nein",0,"HAK",2001,9346,"Glödnitz","K"
"w",162,22,59,"Angewandte Kulturwissenschaft","Bachelor","ja",15,"Ausl",2000,9062,"Moosburg","K"
"m",184,22,72,"Betriebswirtschaft","Master","nein",0,"AHS",2000,9135,"Bad Eisenkappel","K"
"m",173,19,72,"Medien- und Kommunikationswissenschaften","Master","nein",0,"Ausl",2003,9173,"St. Margareten im Rosental","K"
"m",179,22,66,"Robotics and Artificial Intelligence","PhD","ja",12,"Ausl",2000,9473,"Lavamünd","K"
"m",170,25,80,"Angewandte Informatik","Master","nein",0,"HTL",1997,9029,"Klagenfurt am Wörthersee","K"
"m",167,27,56,"Germanistik","Master","nein",0,"AHS",1995,9812,"Pusarnitz","K"
"w",165,19,56,"Wirtschaft und Recht","Bachelor","ja",9,"Sonst",2003,9805,"Baldramsdorf","K"
"w",159,24,60,"Geschichte","Master","nein",0,"AHS",1998,9103,"Diex","K"
"w",169,22,58,"Geschichte","Master","nein",0,"HAK",2000,9162,"Strau","K"
"m",182,25,86,"Wirtschaftsinformatik","Master","ja",12,"Ausl",1997,9563,"Gnesau","K"
"w",159,21,58,"Romanistik","Bachelor","ja",14,"AHS",2001,9183,"Rosenbach","K"
"w",163,18,56,"Wirtschaft und Recht","Master","nein",0,"HAK",2004,9064,"Pischeldorf","K"
"w",169,20,74,"Medien- und Kommunikationswissenschaften","Master","nein",0,"HAK",2002,9854,"Malta","K"
"w",174,33,83,"Geschichte","Master","ja",16,"HBLA",1989,9302,"St. Veit an der Glan","K"
"w",159,20,57,"Germanistik","Master","ja",6,"Sonst",2002,9805,"Baldramsdorf","K"
"m",170,21,62,"Philosophie","Master","nein",0,"Ausl",2001,9451,"Preitenegg","K"
"m",171,18,63,"Robotics and Artificial Intelligence","Master","ja",7,"Ausl",2004,9431,"St. Stefan","K"
"w",172,18,81,"Psychologie","PhD","ja",29,"Sonst",2004,9300,"St. Veit an der Glan","K"
"w",156,20,56,"Geschichte","Master","ja",16,"HBLA",2002,9620,"Hermagor","K"
"w",157,21,58,"Anglistik und Amerikanistik","Bachelor","ja",16,"Ausl",2001,9172,"Zell-Pfarre","K"
"w",160,18,57,"Technische Mathematik","Master","ja",3,"Ausl",2004,9423,"St. Georgen","K"
"w",152,20,54,"Betriebswirtschaft","Master","nein",0,"AHS",2002,9010,"Klagenfurt am Wörthersee","K"
"m",171,20,60,"Germanistik","Master","ja",21,"Ausl",2002,9714,"Stockenboi","K"
"m",171,20,63,"Slawistik","Master","ja",20,"HAK",2002,9232,"Rosegg","K"
"w",162,21,81,"Psychologie","Master","nein",0,"HBLA",2001,9582,"Latschach","K"
"w",167,20,60,"Germanistik","Bachelor","nein",0,"HAK",2002,9773,"Irschen","K"
"m",187,20,75,"Geographie","Master","ja",18,"Ausl",2002,9470,"St. Paul im Lavanttal","K"
"m",180,21,86,"Informationstechnik","Master","nein",0,"AHS",2001,9411,"St. Michael","K"
"m",164,20,58,"Wirtschaftsinformatik","Bachelor","nein",0,"AHS",2002,9334,"Guttaring","K"
"w",174,20,81,"Romanistik","Master","ja",12,"AHS",2002,9762,"Weißensee","K"
"w",168,20,61,"Geschichte","Bachelor","nein",0,"HAK",2002,9520,"Sattendorf","K"
"m",175,23,83,"Psychologie","Master","nein",0,"AHS",1999,9122,"St. Kanzian am Klopeiner See","K"
"w",173,22,70,"Informationstechnik","Bachelor","ja",26,"AHS",2000,9462,"Bad St. Leonhard im Lavanttal","K"
"m",178,21,89,"Geographie","Master","ja",10,"Ausl",2001,9341,"Straßburg","K"
"w",161,20,67,"Anglistik und Amerikanistik","Master","ja",18,"Ausl",2002,9651,"St. Jakob im Lesachtal","K"
"w",157,21,54,"Slawistik","PhD","nein",0,"Ausl",2001,9585,"Gödersdorf","K"
"m",181,20,102,"International Business and Economics","PhD","ja",11,"Sonst",2002,9852,"Trebesing","K"
"w",144,21,43,"Wirtschaftsinformatik","PhD","ja",16,"Ausl",2001,9831,"Flattach","K"
"w",161,21,58,"Geographie","Bachelor","nein",0,"HAK",2001,9132,"Gallizien","K"
"w",153,20,53,"Wirtschaft und Recht","PhD","ja",9,"Ausl",2002,9655,"Maria Luggau","K"
"w",146,21,44,"Anglistik und Amerikanistik","Master","ja",10,"HAK",2001,9653,"Liesing","K"
"m",176,21,66,"Medien- und Kommunikationswissenschaften","Master","ja",18,"HAK",2001,9815,"Kolbnitz","K"
"m",173,21,80,"Wirtschaftsinformatik","Master","ja",21,"Sonst",2001,9313,"St. Georgen am Längsee","K"
"m",158,22,59,"Technische Mathematik","Master","ja",7,"HAK",2000,9623,"St. Stefan an der Gail","K"
"m",172,23,55,"Informationstechnik","PhD","nein",0,"Ausl",1999,9800,"Spittal an der Drau","K"
"w",165,21,56,"Technische Mathematik","Bachelor","ja",14,"Ausl",2001,9023,"Klagenfurt am Wörthersee","K"
"m",179,23,68,"Informationstechnik","Master","ja",3,"HTL",1999,9064,"Pischeldorf","K"
"m",176,19,82,"Romanistik","Bachelor","ja",4,"HAK",2003,9811,"Lendorf","K"
"m",180,19,72,"Germanistik","Bachelor","ja",12,"Ausl",2003,9026,"Klagenfurt am Wörthersee","K"
"w",164,25,68,"Wirtschaft und Recht","Master","ja",7,"HAK",1997,9802,"Spittal an der Drau","K"
"w",165,25,60,"Wirtschaftsinformatik","Bachelor","ja",11,"Sonst",1997,9111,"Haimburg","K"
"w",161,21,60,"Anglistik und Amerikanistik","PhD","ja",11,"AHS",2001,9123,"St. Primus","K"
"w",154,18,54,"Angewandte Informatik","PhD","nein",0,"Ausl",2004,9500,"Villach","K"
"w",164,19,61,"Angewandte Kulturwissenschaft","Master","ja",21,"HTL",2003,9472,"Ettendorf","K"
"m",181,24,70,"Erziehungs- und Bildungswissenschaft","PhD","nein",0,"HTL",1998,9754,"Steinfeld","K"
"m",192,23,92,"Betriebswirtschaft","Master","ja",9,"Sonst",1999,9330,"Treibach-Althofen","K"
"m",170,21,76,"International Business and Economics","Master","ja",12,"Sonst",2001,9220,"Velden am Wörther See","K"
"m",174,21,85,"Angewandte Kulturwissenschaft","Master","nein",0,"Ausl",2001,9171,"Waidisch","K"
"w",145,23,44,"Germanistik","Bachelor","nein",0,"AHS",1999,9241,"Wernberg","K"
"w",156,18,49,"Germanistik","Master","ja",7,"Sonst",2004,9321,"Kappel am Krappfeld","K"
"m",184,20,87,"Wirtschaftsinformatik","Master","ja",22,"Ausl",2002,9521,"Treffen","K"
"m",172,20,107,"Philosophie","Master","ja",17,"Sonst",2002,9813,"Möllbrücke","K"
"w",167,20,58,"Erziehungs- und Bildungswissenschaft","Master","ja",9,"Ausl",2002,9535,"Schiefling am Wörthersee","K"
"m",179,18,81,"Philosophie","PhD","nein",0,"Ausl",2004,9501,"Villach","K"
"m",166,36,75,"Geschichte","Bachelor","nein",0,"Sonst",1986,9402,"Wolfsberg, Kärnten","K"
"w",162,22,60,"Psychologie","Master","nein",0,"AHS",2000,9300,"St. Veit an der Glan","K"
"m",176,20,81,"Anglistik und Amerikanistik","Bachelor","nein",0,"AHS",2002,9582,"Latschach","K"
"w",160,20,58,"Informationstechnik","Bachelor","ja",29,"HAK",2002,9184,"St. Jakob im Rosental","K"
"m",176,20,81,"Romanistik","Master","nein",0,"HAK",2002,9346,"Glödnitz","K"
"m",169,19,57,"Angewandte Informatik","Master","nein",0,"AHS",2003,9361,"St. Salvator","K"
"w",153,22,51,"Robotics and Artificial Intelligence","Bachelor","ja",34,"Ausl",2000,9064,"Pischeldorf","K"
"w",166,21,76,"Romanistik","Master","ja",5,"AHS",2001,9422,"Maria Rojach","K"
"m",185,20,93,"Geographie","Master","nein",0,"HAK",2002,9721,"Weißenstein","K"
"w",163,24,56,"Wirtschaftsinformatik","Master","nein",0,"AHS",1998,9861,"Eisentratten","K"
"w",161,19,58,"Wirtschaft und Recht","Bachelor","nein",0,"Sonst",2003,9135,"Bad Eisenkappel","K"
"w",160,21,59,"Psychologie","Bachelor","nein",0,"HBLA",2001,9020,"Klagenfurt am Wörthersee","K"
"w",173,21,58,"Medien- und Kommunikationswissenschaften","Master","ja",8,"AHS",2001,9102,"Mittertrixen","K"
"w",171,23,65,"Wirtschaft und Recht","Master","ja",15,"AHS",1999,9507,"Villach","K"
"w",173,22,91,"Wirtschaftsinformatik","Master","ja",9,"Ausl",2000,9023,"Klagenfurt am Wörthersee","K"
"w",167,19,117,"Angewandte Kulturwissenschaft","Bachelor","nein",0,"Ausl",2003,9314,"Launsdorf","K"
"m",176,21,69,"Psychologie","Bachelor","ja",18,"AHS",2001,9411,"St. Michael","K"
"w",166,21,50,"Geschichte","Master","ja",3,"AHS",2001,9542,"Afritz","K"
"m",176,22,86,"Angewandte Kulturwissenschaft","Master","nein",0,"AHS",2000,9862,"Kremsbrücke","K"
"m",164,20,57,"Slawistik","Bachelor","ja",8,"HAK",2002,9873,"Döbriach","K"
"w",179,27,89,"Informationstechnik","Master","ja",13,"HAK",1995,9376,"Knappenberg","K"
"m",165,18,76,"Wirtschaftsinformatik","Bachelor","ja",15,"Ausl",2004,9585,"Gödersdorf","K"
"w",170,20,86,"Slawistik","Master","ja",9,"HAK",2002,9812,"Pusarnitz","K"
"m",164,23,58,"Robotics and Artificial Intelligence","Master","ja",24,"Sonst",1999,9833,"Rangersdorf","K"
"m",167,23,79,"Slawistik","Master","nein",0,"HBLA",1999,9000,"Villach","K"
"m",168,21,65,"Robotics and Artificial Intelligence","Master","nein",0,"Ausl",2001,9062,"Moosburg","K"
"w",152,21,54,"International Business and Economics","Master","nein",0,"AHS",2001,9583,"Faak am See","K"
"w",161,19,58,"Robotics and Artificial Intelligence","PhD","nein",0,"HBLA",2003,9833,"Rangersdorf","K"
"w",155,19,57,"Betriebswirtschaft","Bachelor","ja",21,"HBLA",2003,9541,"Einöde","K"
"w",163,20,57,"Angewandte Kulturwissenschaft","Master","ja",23,"AHS",2002,9027,"Klagenfurt am Wörthersee","K"
"w",178,19,79,"Erziehungs- und Bildungswissenschaft","Bachelor","ja",13,"Ausl",2003,9423,"St. Georgen","K"
"w",168,19,73,"Anglistik und Amerikanistik","Bachelor","ja",23,"AHS",2003,9822,"Mallnitz","K"
"m",160,21,57,"Technische Mathematik","PhD","ja",19,"HAK",2001,9013,"Klagenfurt am Wörthersee","K"
"w",166,23,59,"Anglistik und Amerikanistik","Master","ja",7,"HAK",1999,9241,"Wernberg","K"
"m",175,21,58,"Robotics and Artificial Intelligence","Master","ja",24,"AHS",2001,9541,"Einöde","K"
"w",178,20,85,"Slawistik","Master","ja",8,"AHS",2002,9570,"Ossiach","K"
"w",166,19,69,"Psychologie","Master","nein",0,"Sonst",2003,9530,"Bad Bleiberg","K"
"m",172,24,60,"Geschichte","Master","ja",14,"Ausl",1998,9121,"Tainach","K"
"w",152,23,53,"Anglistik und Amerikanistik","Master","nein",0,"HAK",1999,9400,"Wolfsberg","K"
"m",174,22,64,"Wirtschaftsinformatik","Bachelor","ja",23,"Sonst",2000,9624,"Egg","K"
"m",184,21,74,"Geographie","Bachelor","ja",33,"HAK",2001,9570,"Ossiach","K"
"m",167,21,56,"Angewandte Kulturwissenschaft","Master","nein",0,"Ausl",2001,9300,"St. Veit an der Glan","K"
"w",156,22,56,"Informationstechnik","Master","ja",25,"AHS",2000,9530,"Bad Bleiberg","K"
"m",182,19,83,"Slawistik","Master","nein",0,"Ausl",2003,9010,"Klagenfurt am Wörthersee","K"
"w",169,21,87,"International Business and Economics","Master","nein",0,"Ausl",2001,9541,"Einöde","K"
"w",160,20,57,"Geographie","Bachelor","ja",9,"AHS",2002,9111,"Haimburg","K"
"m",170,23,63,"Slawistik","Master","ja",21,"AHS",1999,9652,"Birnbaum","K"
"m",172,19,64,"Betriebswirtschaft","PhD","ja",20,"HAK",2003,9842,"Mörtschach","K"
"w",171,20,77,"Romanistik","Master","nein",0,"HAK",2002,9863,"Rennweg","K"
"w",162,22,51,"Wirtschaft und Recht","Master","ja",19,"HBLA",2000,9502,"Villach","K"
"w",164,26,72,"Geschichte","Master","ja",20,"Sonst",1996,9546,"Bad Kleinkirchheim","K"
"w",175,20,79,"Angewandte Informatik","Master","nein",0,"HBLA",2002,9376,"Knappenberg","K"
"m",181,19,72,"Germanistik","Master","ja",21,"HAK",2003,9582,"Latschach","K"
"m",184,24,83,"Wirtschaftsinformatik","Master","ja",16,"HTL",1998,9771,"Berg im Drautal","K"
"w",176,19,63,"Romanistik","Master","ja",11,"AHS",2003,9142,"Globasnitz","K"
"w",159,19,58,"Wirtschaft und Recht","Master","nein",0,"Ausl",2003,9335,"Lölling","K"
"m",173,21,80,"Slawistik","Master","nein",0,"Ausl",2001,9546,"Bad Kleinkirchheim","K"
"m",175,20,81,"Germanistik","PhD","nein",0,"AHS",2002,9813,"Möllbrücke","K"
"w",166,19,71,"Angewandte Informatik","Master","nein",0,"HBLA",2003,9556,"Liebenfels","K"
"m",170,20,63,"Erziehungs- und Bildungswissenschaft","Bachelor","ja",45,"HTL",2002,9141,"Eberndorf","K"
"w",164,21,50,"Technische Mathematik","Master","nein",0,"HBLA",2001,9771,"Berg im Drautal","K"
"w",156,20,55,"Geographie","Master","ja",11,"AHS",2002,9065,"Ebenthal","K"
"m",177,19,68,"Philosophie","Master","nein",0,"AHS",2003,9082,"Maria Wörth","K"
"w",154,23,51,"Philosophie","Master","nein",0,"AHS",1999,9713,"Zlan","K"
"w",160,18,58,"Erziehungs- und Bildungswissenschaft","Bachelor","ja",9,"AHS",2004,9520,"Sattendorf","K"
"m",185,20,79,"Germanistik","Master","ja",11,"AHS",2002,9853,"Gmünd","K"
"w",159,22,59,"Erziehungs- und Bildungswissenschaft","PhD","nein",0,"HBLA",2000,9463,"Reichenfels","K"
"w",156,21,53,"Anglistik und Amerikanistik","Bachelor","nein",0,"Sonst",2001,9633,"Reisach","K"
"w",167,21,52,"Wirtschaftsinformatik","Master","ja",2,"Ausl",2001,9341,"Straßburg","K"
"w",138,21,37,"Wirtschaftsinformatik","PhD","ja",32,"Ausl",2001,9212,"Techelsberg am Wörther See","K"
"m",175,27,86,"Geschichte","Master","ja",18,"Ausl",1995,9773,"Irschen","K"
"m",176,21,91,"Anglistik und Amerikanistik","Master","nein",0,"AHS",2001,9072,"Ludmannsdorf","K"
"w",181,23,75,"Robotics and Artificial Intelligence","Master","ja",6,"AHS",1999,9112,"Griffen","K"
"w",158,20,57,"Romanistik","Master","ja",11,"HBLA",2002,9623,"St. Stefan an der Gail","K"
"m",168,21,77,"Wirtschaft und Recht","Master","ja",24,"AHS",2001,9132,"Gallizien","K"
"m",192,28,86,"Geographie","Master","ja",24,"Sonst",1994,9521,"Treffen","K"
"w",165,22,55,"Angewandte Informatik","Bachelor","ja",8,"HBLA",2000,9634,"Gundersheim","K"
"w",162,21,49,"Angewandte Kulturwissenschaft","Master","nein",0,"Ausl",2001,9852,"Trebesing","K"
"w",166,19,90,"Germanistik","Bachelor","ja",15,"AHS",2003,9702,"Ferndorf","K"
"m",170,20,55,"Germanistik","Master","nein",0,"HBLA",2002,9631,"Jenig","K"
"w",152,22,54,"Germanistik","Bachelor","nein",0,"Ausl",2000,9330,"Treibach-Althofen","K"
"m",180,20,96,"Philosophie","Master","ja",8,"AHS",2002,9560,"Feldkirchen in Kärnten","K"
"m",175,24,79,"Angewandte Kulturwissenschaft","Master","ja",34,"Ausl",1998,9300,"St. Veit an der Glan","K"
"w",161,22,58,"Angewandte Kulturwissenschaft","Master","nein",0,"HAK",2000,9502,"Villach","K"
"w",151,21,46,"Robotics and Artificial Intelligence","Master","nein",0,"AHS",2001,9803,"Spittal an der Drau","K"
"w",156,22,56,"Geschichte","Bachelor","ja",8,"Ausl",2000,9071,"Köttmannsdorf","K"
"w",166,20,52,"Slawistik","Master","ja",13,"HAK",2002,9421,"Eitweg","K"
"m",166,21,55,"Wirtschaft und Recht","Master","nein",0,"HTL",2001,9861,"Eisentratten","K"
"w",166,25,75,"Wirtschaftsinformatik","Bachelor","ja",36,"Sonst",1997,9554,"St. Urban","K"
"m",184,20,77,"Romanistik","Master","ja",15,"HTL",2002,9803,"Spittal an der Drau","K"
"m",182,22,87,"Informationstechnik","Master","nein",0,"HTL",2000,9851,"Lieserbrücke","K"
"w",151,20,51,"Philosophie","Master","nein",0,"AHS",2002,9020,"Klagenfurt am Wörthersee","K"
"m",175,22,81,"Wirtschaft und Recht","Bachelor","ja",41,"AHS",2000,9714,"Stockenboi","K"
"w",162,22,69,"Slawistik","Master","nein",0,"HAK",2000,9027,"Klagenfurt am Wörthersee","K"
"w",169,20,73,"Angewandte Informatik","Bachelor","nein",0,"AHS",2002,9232,"Rosegg","K"
"m",177,22,77,"Romanistik","PhD","ja",13,"HAK",2000,9524,"Villach-St. Magdalen","K"
"m",164,19,60,"Slawistik","Master","nein",0,"Ausl",2003,9800,"Spittal an der Drau","K"
"w",159,34,58,"Angewandte Informatik","Bachelor","ja",10,"HAK",1988,9520,"Sattendorf","K"
"m",183,23,78,"Romanistik","Master","ja",13,"HAK",1999,9024,"Klagenfurt am Wörthersee","K"
"m",181,24,86,"Geographie","Bachelor","ja",15,"HTL",1998,9863,"Rennweg","K"
"m",189,19,79,"Technische Mathematik","Master","nein",0,"HBLA",2003,9501,"Villach","K"
"m",166,20,68,"Medien- und Kommunikationswissenschaften","Bachelor","ja",20,"Sonst",2002,9507,"Villach","K"
"w",157,24,56,"Romanistik","Master","ja",12,"HAK",1998,9861,"Eisentratten","K"
"w",159,21,56,"Romanistik","Bachelor","ja",16,"HAK",2001,9311,"Kraig","K"
"m",182,24,99,"Romanistik","Master","ja",7,"HAK",1998,9862,"Kremsbrücke","K"
"w",163,21,59,"Germanistik","Master","ja",11,"AHS",2001,9542,"Afritz","K"
"m",186,22,84,"Wirtschaft und Recht","Bachelor","ja",11,"HAK",2000,9523,"Villach-Landskron","K"
"w",166,19,72,"Slawistik","Master","nein",0,"Sonst",2003,9581,"Ledenitzen","K"
"w",163,22,71,"Psychologie","Master","ja",26,"AHS",2000,9602,"Thörl-Maglern","K"
"m",189,20,92,"International Business and Economics","Master","ja",19,"Sonst",2002,9063,"Maria Saal","K"
"m",178,20,66,"Robotics and Artificial Intelligence","Master","ja",17,"AHS",2002,9220,"Velden am Wörther See","K"
"w",168,21,74,"Medien- und Kommunikationswissenschaften","Master","ja",13,"HBLA",2001,9000,"Villach","K"
"m",174,21,68,"Geschichte","PhD","ja",6,"AHS",2001,9241,"Wernberg","K"
"w",161,24,64,"Robotics and Artificial Intelligence","Master","nein",0,"HBLA",1998,9363,"Metnitz","K"
"m",168,25,57,"Psychologie","Master","ja",12,"AHS",1997,9871,"Seeboden","K"
"m",164,20,64,"Informationstechnik","Bachelor","ja",35,"AHS",2002,9375,"Hüttenberg","K"
"m",172,21,65,"Anglistik und Amerikanistik","Master","nein",0,"Ausl",2001,9082,"Maria Wörth","K"
"m",174,20,63,"Geographie","Bachelor","ja",14,"Ausl",2002,9028,"Klagenfurt am Wörthersee","K"
"w",177,19,82,"Angewandte Informatik","Bachelor","ja",17,"Sonst",2003,9560,"Feldkirchen in Kärnten","K"
"m",183,19,85,"Geschichte","PhD","ja",17,"AHS",2003,9500,"Villach","K"
"w",159,19,60,"Betriebswirtschaft","Bachelor","ja",15,"AHS",2003,9713,"Zlan","K"
"w",169,21,62,"Geschichte","Master","nein",0,"AHS",2001,9111,"Haimburg","K"
"w",153,20,54,"Robotics and Artificial Intelligence","Bachelor","ja",24,"Ausl",2002,9871,"Seeboden","K"
"w",163,22,59,"Wirtschaftsinformatik","Master","ja",17,"HAK",2000,9542,"Afritz","K"
"m",178,22,85,"Psychologie","Master","nein",0,"AHS",2000,9312,"Meiselding","K"
"m",160,19,82,"Robotics and Artificial Intelligence","Bachelor","ja",19,"AHS",2003,9505,"Villach","K"
"m",184,20,92,"Geographie","Master","nein",0,"HAK",2002,9344,"Weitensfeld","K"
"w",156,19,57,"Psychologie","Master","ja",9,"AHS",2003,9544,"Feld am See","K"
"m",160,19,59,"International Business and Economics","Bachelor","ja",13,"Ausl",2003,9111,"Haimburg","K"
"w",152,20,50,"Philosophie","Bachelor","ja",10,"Ausl",2002,9241,"Wernberg","K"
"m",158,23,50,"Philosophie","Bachelor","ja",17,"HAK",1999,9507,"Villach","K"
"m",171,20,74,"International Business and Economics","Master","ja",28,"Ausl",2002,9220,"Velden am Wörther See","K"
"m",181,22,92,"Wirtschaft und Recht","Master","nein",0,"AHS",2000,9313,"St. Georgen am Längsee","K"
"m",170,22,55,"Informationstechnik","PhD","ja",33,"Ausl",2000,9854,"Malta","K"
"w",152,23,53,"Technische Mathematik","Master","ja",8,"AHS",1999,9342,"Gurk","K"
"m",171,25,76,"Slawistik","Master","nein",0,"AHS",1997,9520,"Sattendorf","K"
"w",162,19,59,"Geschichte","Bachelor","ja",25,"HAK",2003,9031,"Klagenfurt","K"
"m",176,20,86,"Geographie","Master","ja",14,"Ausl",2002,9155,"Neuhaus","K"
"w",166,28,61,"Philosophie","Bachelor","nein",0,"HAK",1994,9431,"St. Stefan","K"
"m",172,19,83,"Slawistik","Bachelor","nein",0,"AHS",2003,9423,"St. Georgen","K"
"m",173,18,91,"Angewandte Kulturwissenschaft","Bachelor","ja",17,"HBLA",2004,9473,"Lavamünd","K"
"w",171,18,57,"Slawistik","Master","nein",0,"Ausl",2004,9572,"Deutsch Griffen","K"
"w",175,24,62,"Erziehungs- und Bildungswissenschaft","Master","ja",18,"Ausl",1998,9311,"Kraig","K"
"w",155,20,55,"Betriebswirtschaft","Master","ja",18,"AHS",2002,9212,"Techelsberg am Wörther See","K"
"w",166,24,54,"Angewandte Informatik","Master","nein",0,"AHS",1998,9843,"Großkirchheim","K"
"w",162,18,68,"Angewandte Kulturwissenschaft","Master","nein",0,"AHS",2004,9625,"St. Stefan an der Gail","K"
"m",185,19,78,"Betriebswirtschaft","Master","ja",10,"Sonst",2003,9302,"St. Veit an der Glan","K"
"m",181,23,87,"International Business and Economics","Bachelor","nein",0,"Sonst",1999,9655,"Maria Luggau","K"
"w",171,20,62,"Medien- und Kommunikationswissenschaften","Bachelor","nein",0,"HBLA",2002,9802,"Spittal an der Drau","K"
"m",172,18,80,"International Business and Economics","Master","nein",0,"Ausl",2004,9722,"Gummern","K"
"w",170,19,80,"Wirtschaftsinformatik","Master","nein",0,"HBLA",2003,9082,"Maria Wörth","K"
"w",168,19,60,"Geographie","PhD","ja",30,"HAK",2003,9722,"Gummern","K"
"m",164,20,48,"Technische Mathematik","Master","ja",22,"HTL",2002,9141,"Eberndorf","K"
"w",155,22,56,"Geschichte","Master","ja",13,"AHS",2000,9841,"Winklern","K"
"w",173,23,68,"International Business and Economics","Master","ja",8,"Ausl",1999,9614,"Vorderberg","K"
"m",170,22,59,"Slawistik","Master","nein",0,"Ausl",2000,9762,"Weißensee","K"
"w",173,21,60,"Erziehungs- und Bildungswissenschaft","Master","nein",0,"AHS",2001,9013,"Klagenfurt am Wörthersee","K"
"m",179,22,82,"Romanistik","Master","ja",19,"Ausl",2000,9451,"Preitenegg","K"
"m",165,21,68,"International Business and Economics","Master","ja",10,"AHS",2001,9552,"Steindorf am Ossiacher See","K"
"w",158,20,57,"Geschichte","Master","nein",0,"HAK",2002,9872,"Millstatt am See","K"
"m",164,22,60,"Anglistik und Amerikanistik","Master","ja",18,"HBLA",2000,9642,"Laas","K"
"m",176,22,76,"Wirtschaft und Recht","Bachelor","ja",21,"Ausl",2000,9182,"Maria Elend","K"
"m",146,21,42,"Wirtschaftsinformatik","Bachelor","ja",9,"AHS",2001,9872,"Millstatt am See","K"
"w",172,20,82,"Wirtschaftsinformatik","Bachelor","nein",0,"HBLA",2002,9653,"Liesing","K"
"m",176,20,67,"Wirtschaftsinformatik","Bachelor","ja",5,"AHS",2002,9844,"Heiligenblut","K"
"m",181,22,87,"Geographie","Master","ja",16,"AHS",2000,9805,"Baldramsdorf","K"
"w",160,23,75,"Angewandte Kulturwissenschaft","Master","nein",0,"Ausl",1999,9521,"Treffen","K"
"w",173,21,75,"Informationstechnik","PhD","ja",10,"AHS",2001,9422,"Maria Rojach","K"
"m",176,24,82,"International Business and Economics","Bachelor","nein",0,"AHS",1998,9133,"Sittersdorf","K"
"m",166,23,47,"Erziehungs- und Bildungswissenschaft","Bachelor","ja",27,"Sonst",1999,9615,"Görtschach","K"
"m",173,19,81,"Geschichte","Master","nein",0,"Ausl",2003,9802,"Spittal an der Drau","K"
"m",181,23,83,"Erziehungs- und Bildungswissenschaft","PhD","ja",10,"AHS",1999,9335,"Lölling","K"
"w",150,21,47,"Geschichte","Bachelor","nein",0,"Ausl",2001,9131,"Grafenstein","K"
"w",161,21,59,"Geschichte","Master","nein",0,"HAK",2001,9363,"Metnitz","K"
"m",168,19,67,"Anglistik und Amerikanistik","PhD","nein",0,"Ausl",2003,9710,"Feistritz an der Drau","K"
"m",162,18,59,"Geschichte","Master","nein",0,"AHS",2004,9541,"Einöde","K"
"m",191,21,92,"Informationstechnik","Bachelor","nein",0,"Ausl",2001,9163,"Unterbergen","K"
"w",163,21,77,"Geographie","Bachelor","nein",0,"Sonst",2001,9509,"Zauchen","K"
"m",178,20,112,"Erziehungs- und Bildungswissenschaft","Master","nein",0,"Ausl",2002,9201,"Krumpendorf","K"
"m",175,23,76,"Angewandte Kulturwissenschaft","Master","ja",39,"HAK",1999,9402,"Wolfsberg, Kärnten","K"
"w",149,23,44,"Erziehungs- und Bildungswissenschaft","Master","ja",26,"HAK",1999,9371,"Brückl","K"
"w",163,22,52,"Wirtschaftsinformatik","Master","ja",13,"Ausl",2000,9722,"Gummern","K"
"m",185,22,71,"Angewandte Kulturwissenschaft","Master","nein",0,"HAK",2000,9463,"Reichenfels","K"
"w",173,25,66,"Germanistik","Master","ja",10,"AHS",1997,9565,"Ebene Reichenau","K"
"m",170,24,64,"Robotics and Artificial Intelligence","Master","ja",17,"Ausl",1998,9104,"Pustritz","K"
"m",186,24,91,"Slawistik","Bachelor","ja",17,"Ausl",1998,9503,"Villach","K"
"m",186,22,88,"Informationstechnik","PhD","nein",0,"AHS",2000,9505,"Villach","K"
"m",181,19,87,"Informationstechnik","Master","nein",0,"HAK",2003,9535,"Schiefling am Wörthersee","K"
"m",187,23,92,"Wirtschaftsinformatik","Master","ja",16,"Ausl",1999,9400,"Wolfsberg","K"
"m",182,22,76,"Wirtschaftsinformatik","Master","ja",10,"AHS",2000,9473,"Lavamünd","K"
